sequenceID,fold
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr8:87000000-142766515,1
ATAC_JV_adipose/samples/AD2/MSC83/problems/chrX:37148256-49242997,4
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr10:51448845-125869472,1
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr12:145739-7189876,4
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr12:66500000-109373470,1
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr14:19050000-107289540,1
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr16:46510000-88389383,4
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr1:206482221-223747846,3
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr22:20700000-50364777,3
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr2:162200000-234003741,1
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr3:60000-66170270,3
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr6:60000-58087659,4
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr8:48135599-86500000,1
ATAC_JV_adipose/samples/AD2/MSC91/problems/chr8:87000000-142766515,1
ATAC_JV_adipose/samples/AD2/MSC91/problems/chrX:37148256-49242997,4
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr12:145739-7189876,4
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr14:19050000-107289540,1
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr16:46510000-88389383,4
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr1:206482221-223747846,3
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr3:60000-66170270,3
ATAC_JV_adipose/samples/Ai/MSC77/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/Ai/MSC77/problems/chrX:37148256-49242997,4
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr12:145739-7189876,4
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr14:19050000-107289540,1
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr16:46510000-88389383,4
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr1:206482221-223747846,3
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr3:60000-66170270,3
ATAC_JV_adipose/samples/Ai/MSC80/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/Ai/MSC80/problems/chrX:37148256-49242997,4
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr12:145739-7189876,4
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr14:19050000-107289540,1
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr16:46510000-88389383,4
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr1:206482221-223747846,3
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr3:60000-66170270,3
ATAC_JV_adipose/samples/Ai/MSC83/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/Ai/MSC83/problems/chrX:37148256-49242997,4
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr12:145739-7189876,4
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr14:19050000-107289540,1
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr16:46510000-88389383,4
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr1:206482221-223747846,3
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr3:60000-66170270,3
ATAC_JV_adipose/samples/Ai/MSC91/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/Ai/MSC91/problems/chrX:37148256-49242997,4
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr10:51448845-125869472,1
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr12:145739-7189876,4
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr12:66500000-109373470,1
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr14:19050000-107289540,1
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr16:46510000-88389383,4
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr1:206482221-223747846,3
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr22:20700000-50364777,3
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr2:162200000-234003741,1
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr3:60000-66170270,3
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr6:60000-58087659,4
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr8:48135599-86500000,1
ATAC_JV_adipose/samples/ND2/MSC77/problems/chr8:87000000-142766515,1
ATAC_JV_adipose/samples/ND2/MSC77/problems/chrX:37148256-49242997,4
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr10:51448845-125869472,1
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr12:145739-7189876,4
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr12:66500000-109373470,1
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr14:19050000-107289540,1
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr16:46510000-88389383,4
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr1:206482221-223747846,3
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr22:20700000-50364777,3
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr2:162200000-234003741,1
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr3:60000-66170270,3
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr6:60000-58087659,4
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr8:48135599-86500000,1
ATAC_JV_adipose/samples/ND2/MSC80/problems/chr8:87000000-142766515,1
ATAC_JV_adipose/samples/ND2/MSC80/problems/chrX:37148256-49242997,4
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr10:51448845-125869472,1
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr12:145739-7189876,4
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr12:66500000-109373470,1
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr14:19050000-107289540,1
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr16:46510000-88389383,4
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr1:206482221-223747846,3
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr22:20700000-50364777,3
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr2:162200000-234003741,1
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr3:60000-66170270,3
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr6:60000-58087659,4
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr8:48135599-86500000,1
ATAC_JV_adipose/samples/ND2/MSC83/problems/chr8:87000000-142766515,1
ATAC_JV_adipose/samples/ND2/MSC83/problems/chrX:37148256-49242997,4
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr10:51448845-125869472,1
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr12:145739-7189876,4
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr12:66500000-109373470,1
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr14:19050000-107289540,1
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr16:46510000-88389383,4
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr1:206482221-223747846,3
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr22:20700000-50364777,3
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr2:162200000-234003741,1
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr3:60000-66170270,3
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr6:60000-58087659,4
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr8:48135599-86500000,1
ATAC_JV_adipose/samples/ND2/MSC91/problems/chr8:87000000-142766515,1
ATAC_JV_adipose/samples/ND2/MSC91/problems/chrX:37148256-49242997,4
